"","Gene_ID","exons.x","genes.x","introns.x","exons.y","genes.y","introns.y"
"1","ENSMUSG00000050530",2116,0,0,0,2636,0
"2","ENSMUSG00000026643",1711,0,0,0,2170,0
"3","ENSMUSG00000075837",4,0,0,NA,NA,NA
"4","ENSMUSG00000049950",95,0,0,0,109,0
"5","ENSMUSG00000026644",7,0,0,0,10,0
"6","ENSMUSG00000026645",2,0,0,0,10,0
"7","ENSMUSG00000026650",24,0,0,0,38,0
"8","ENSMUSG00000026648",260,0,0,0,362,0
"9","ENSMUSG00000026646",96,0,0,0,49,0
"10","ENSMUSG00000109865",460,0,0,0,556,0
"11","ENSMUSG00000051396",130,0,0,NA,NA,NA
"12","ENSMUSG00000039496",28,0,0,0,28,0
"13","ENSMUSG00000082580",1,0,0,0,1,0
"14","ENSMUSG00000026655",177,0,0,0,201,0
"15","ENSMUSG00000026657",1061,0,0,0,3160,0
"16","ENSMUSG00000086458",7,0,0,NA,NA,NA
"17","ENSMUSG00000081889",1,0,0,NA,NA,NA
"18","ENSMUSG00000104284",23,0,0,NA,NA,NA
"19","ENSMUSG00000102517",16,0,0,NA,NA,NA
"20","ENSMUSG00000084859",17,0,0,NA,NA,NA
"21","ENSMUSG00000086921",5,0,0,NA,NA,NA
"22","ENSMUSG00000102816",33,0,0,NA,NA,NA
"23","ENSMUSG00000102136",22,0,0,NA,NA,NA
"24","ENSMUSG00000102357",16,0,0,NA,NA,NA
"25","ENSMUSG00000087355",11,0,0,NA,NA,NA
"26","ENSMUSG00000102494",18,0,0,NA,NA,NA
"27","ENSMUSG00000086018",1,0,0,NA,NA,NA
"28","ENSMUSG00000039449",991,0,0,0,1179,0
"29","ENSMUSG00000048186",92,0,0,0,184,0
"30","ENSMUSG00000083407",1,0,0,0,1,0
"31","ENSMUSG00000026662",485,0,0,0,573,0
"32","ENSMUSG00000026664",991,0,0,0,1016,0
"33","ENSMUSG00000086670",8,0,0,0,8,0
"34","ENSMUSG00000082795",1,0,0,0,1,0
"35","ENSMUSG00000069188",2,0,0,0,2,0
"36","ENSMUSG00000026668",8,0,0,0,8,0
"37","ENSMUSG00000026669",22,0,0,0,58,0
"38","ENSMUSG00000026672",225,0,0,0,262,0
"39","ENSMUSG00000086430",8,0,0,NA,NA,NA
"40","ENSMUSG00000026676",74,0,0,0,84,0
"41","ENSMUSG00000081005",1,0,0,NA,NA,NA
"42","ENSMUSG00000080820",1,0,0,0,1,0
"43","ENSMUSG00000039145",2440,0,0,0,4505,0
"44","ENSMUSG00000039128",1100,0,0,0,1495,0
"45","ENSMUSG00000025817",320,0,0,0,457,0
"46","ENSMUSG00000056718",8,0,0,NA,NA,NA
"47","ENSMUSG00000025816",1038,0,0,0,1989,0
"48","ENSMUSG00000085818",1,0,0,NA,NA,NA
"49","ENSMUSG00000025815",216,0,0,0,224,0
"50","ENSMUSG00000043241",1298,0,0,0,1467,0
"51","ENSMUSG00000045319",26,0,0,0,35,0
"52","ENSMUSG00000039063",17,0,0,0,4,0
"53","ENSMUSG00000039046",467,0,0,0,538,0
"54","ENSMUSG00000086109",2,0,0,0,17,0
"55","ENSMUSG00000102599",2,0,0,0,2,0
"56","ENSMUSG00000002107",11313,0,0,0,21220,0
"57","ENSMUSG00000087079",8,0,0,NA,NA,NA
"58","ENSMUSG00000075538",19,0,0,NA,NA,NA
"59","ENSMUSG00000103412",3,0,0,NA,NA,NA
"60","ENSMUSG00000062319",8,0,0,NA,NA,NA
"61","ENSMUSG00000065824",37,0,0,NA,NA,NA
"62","ENSMUSG00000077396",4,0,0,NA,NA,NA
"63","ENSMUSG00000085070",1,0,0,0,35,0
"64","ENSMUSG00000082953",105,0,0,0,105,0
"65","ENSMUSG00000025782",338,0,0,0,460,0
"66","ENSMUSG00000103570",2,0,0,0,2,0
"67","ENSMUSG00000025781",3106,0,0,0,3717,0
"68","ENSMUSG00000077733",4,0,0,NA,NA,NA
"69","ENSMUSG00000037262",200,0,0,0,291,0
"70","ENSMUSG00000037254",36,0,0,0,38,0
"71","ENSMUSG00000025780",1002,0,0,0,1051,0
"72","ENSMUSG00000061186",88,0,0,0,135,0
"73","ENSMUSG00000080405",1,0,0,NA,NA,NA
"74","ENSMUSG00000076948",1,0,0,NA,NA,NA
"75","ENSMUSG00000085257",1,0,0,0,1,0
"76","ENSMUSG00000083900",3,0,0,0,3,0
"77","ENSMUSG00000026778",208,0,0,0,262,0
"78","ENSMUSG00000103253",2,0,0,NA,NA,NA
"79","ENSMUSG00000102894",2,0,0,0,2,0
"80","ENSMUSG00000102674",1,0,0,0,43,0
"81","ENSMUSG00000086006",31,0,0,NA,NA,NA
"82","ENSMUSG00000086491",2,0,0,NA,NA,NA
"83","ENSMUSG00000082424",338,0,0,0,338,0
"84","ENSMUSG00000026773",894,0,0,0,1075,0
"85","ENSMUSG00000102329",3,0,0,NA,NA,NA
"86","ENSMUSG00000102376",2,0,0,NA,NA,NA
"87","ENSMUSG00000037197",729,0,0,0,863,0
"88","ENSMUSG00000026770",7,0,0,0,7,0
"89","ENSMUSG00000023206",78,0,0,0,155,0
"90","ENSMUSG00000058594",1573,0,0,0,1875,0
"91","ENSMUSG00000047909",605,0,0,0,717,0
"92","ENSMUSG00000080801",1,0,0,0,1,0
"93","ENSMUSG00000026768",59,0,0,0,107,0
"94","ENSMUSG00000086843",8,0,0,0,10,0
"95","ENSMUSG00000026767",509,0,0,0,744,0
"96","ENSMUSG00000102630",2,0,0,NA,NA,NA
"97","ENSMUSG00000104449",6,0,0,NA,NA,NA
"98","ENSMUSG00000104406",11,0,0,NA,NA,NA
"99","ENSMUSG00000026730",552,0,0,0,559,0
"100","ENSMUSG00000049630",215,0,0,0,221,0
"101","ENSMUSG00000104459",13,0,0,NA,NA,NA
"102","ENSMUSG00000102900",4,0,0,0,2,0
"103","ENSMUSG00000103599",2,0,0,0,2,0
"104","ENSMUSG00000103143",1,0,0,0,1,0
"105","ENSMUSG00000026727",319,0,0,0,453,0
"106","ENSMUSG00000103360",2,0,0,NA,NA,NA
"107","ENSMUSG00000102691",4,0,0,NA,NA,NA
"108","ENSMUSG00000099246",1,0,0,NA,NA,NA
"109","ENSMUSG00000103232",4,0,0,NA,NA,NA
"110","ENSMUSG00000086358",8,0,0,0,10,0
"111","ENSMUSG00000026726",8,0,0,0,6,0
"112","ENSMUSG00000026723",91,0,0,0,183,0
"113","ENSMUSG00000026728",526,0,0,0,533,0
"114","ENSMUSG00000003418",149,0,0,0,171,0
"115","ENSMUSG00000104354",1,0,0,NA,NA,NA
"116","ENSMUSG00000063275",114,0,0,0,568,0
"117","ENSMUSG00000102553",33,0,0,NA,NA,NA
"118","ENSMUSG00000103926",5,0,0,NA,NA,NA
"119","ENSMUSG00000086657",3,0,0,0,5,0
"120","ENSMUSG00000026718",1275,0,0,0,1441,0
"121","ENSMUSG00000103901",80,0,0,0,80,0
"122","ENSMUSG00000061531",6,0,0,0,13,0
"123","ENSMUSG00000083545",6,0,0,NA,NA,NA
"124","ENSMUSG00000026712",45,0,0,0,50,0
"125","ENSMUSG00000103475",1,0,0,0,1,0
"126","ENSMUSG00000036949",1035,0,0,0,1159,0
"127","ENSMUSG00000057914",1251,0,0,0,3262,0
"128","ENSMUSG00000104153",1,0,0,NA,NA,NA
"129","ENSMUSG00000070271",16,0,0,NA,NA,NA
"130","ENSMUSG00000083633",7,0,0,NA,NA,NA
"131","ENSMUSG00000104034",21,0,0,NA,NA,NA
"132","ENSMUSG00000081008",4,0,0,NA,NA,NA
"133","ENSMUSG00000082542",6,0,0,NA,NA,NA
"134","ENSMUSG00000104106",11,0,0,NA,NA,NA
"135","ENSMUSG00000103885",19,0,0,NA,NA,NA
"136","ENSMUSG00000083305",12,0,0,NA,NA,NA
"137","ENSMUSG00000103050",24,0,0,NA,NA,NA
"138","ENSMUSG00000087086",10,0,0,NA,NA,NA
"139","ENSMUSG00000085281",54,0,0,NA,NA,NA
"140","ENSMUSG00000102673",10,0,0,NA,NA,NA
"141","ENSMUSG00000104271",38,0,0,NA,NA,NA
"142","ENSMUSG00000026707",147,0,0,0,252,0
"143","ENSMUSG00000017418",508,0,0,0,534,0
"144","ENSMUSG00000102258",7,0,0,NA,NA,NA
"145","ENSMUSG00000075520",2,0,0,0,85,0
"146","ENSMUSG00000103865",10,0,0,NA,NA,NA
"147","ENSMUSG00000026748",869,0,0,0,1147,0
"148","ENSMUSG00000076950",1,0,0,0,1,0
"149","ENSMUSG00000081525",6,0,0,0,6,0
"150","ENSMUSG00000085193",9,0,0,0,10,0
"151","ENSMUSG00000053702",1897,0,0,0,3012,0
"152","ENSMUSG00000085100",2,0,0,NA,NA,NA
"153","ENSMUSG00000099161",1,0,0,NA,NA,NA
"154","ENSMUSG00000054057",56,0,0,0,57,0
"155","ENSMUSG00000085319",1,0,0,0,3,0
"156","ENSMUSG00000054074",137,0,0,0,145,0
"157","ENSMUSG00000086340",4,0,0,0,2,0
"158","ENSMUSG00000026743",789,0,0,0,1021,0
"159","ENSMUSG00000099050",1,0,0,NA,NA,NA
"160","ENSMUSG00000092814",3,0,0,NA,NA,NA
"161","ENSMUSG00000081619",2,0,0,NA,NA,NA
"162","ENSMUSG00000026740",546,0,0,0,760,0
"163","ENSMUSG00000083070",1,0,0,NA,NA,NA
"164","ENSMUSG00000082520",3,0,0,NA,NA,NA
"165","ENSMUSG00000086882",1,0,0,0,1,0
"166","ENSMUSG00000051154",620,0,0,0,655,0
"167","ENSMUSG00000026739",901,0,0,0,947,0
"168","ENSMUSG00000037708",17,0,0,0,31,0
"169","ENSMUSG00000092353",1,0,0,0,7,0
"170","ENSMUSG00000081139",1,0,0,NA,NA,NA
"171","ENSMUSG00000097638",18,0,0,0,18,0
"172","ENSMUSG00000026737",1848,0,0,0,2210,0
"173","ENSMUSG00000026736",3,0,0,0,3,0
"174","ENSMUSG00000037683",32,0,0,0,52,0
"175","ENSMUSG00000087674",86,0,0,0,144,0
"176","ENSMUSG00000023094",274,0,0,0,418,0
"177","ENSMUSG00000109733",4,0,0,0,4,0
"178","ENSMUSG00000026735",1,0,0,0,1,0
"179","ENSMUSG00000056329",4,0,0,0,5,0
"180","ENSMUSG00000043415",266,0,0,0,266,0
"181","ENSMUSG00000036617",1157,0,0,0,2628,0
"182","ENSMUSG00000065644",2,0,0,NA,NA,NA
"183","ENSMUSG00000083777",2,0,0,NA,NA,NA
"184","ENSMUSG00000060795",53,0,0,NA,NA,NA
"185","ENSMUSG00000081128",53,0,0,NA,NA,NA
"186","ENSMUSG00000091457",3,0,0,NA,NA,NA
"187","ENSMUSG00000085477",2,0,0,NA,NA,NA
"188","ENSMUSG00000036591",3911,0,0,0,8851,0
"189","ENSMUSG00000075514",128,0,0,0,128,0
"190","ENSMUSG00000086821",1,0,0,0,10,0
"191","ENSMUSG00000087219",1,0,0,NA,NA,NA
"192","ENSMUSG00000026679",51,0,0,0,92,0
"193","ENSMUSG00000048550",524,0,0,0,539,0
"194","ENSMUSG00000084071",34,0,0,0,34,0
"195","ENSMUSG00000045967",4876,0,0,0,5721,0
"196","ENSMUSG00000080846",8,0,0,NA,NA,NA
"197","ENSMUSG00000077572",1,0,0,NA,NA,NA
"198","ENSMUSG00000081467",2,0,0,0,2,0
"199","ENSMUSG00000083863",4087,0,0,NA,NA,NA
"200","ENSMUSG00000083563",1936,0,0,NA,NA,NA
"201","ENSMUSG00000082884",459,0,0,NA,NA,NA
"202","ENSMUSG00000026787",14577,0,0,0,15313,0
"203","ENSMUSG00000092811",2,0,0,NA,NA,NA
"204","ENSMUSG00000026786",105,0,0,0,143,0
"205","ENSMUSG00000069136",8,0,0,0,8,0
"206","ENSMUSG00000026784",191,0,0,0,462,0
"207","ENSMUSG00000081861",5,0,0,NA,NA,NA
"208","ENSMUSG00000058835",2242,0,0,0,3040,0
"209","ENSMUSG00000083650",1,0,0,NA,NA,NA
"210","ENSMUSG00000026781",1848,0,0,0,2029,0
"211","ENSMUSG00000026779",40,0,0,0,49,0
"212","ENSMUSG00000026775",1974,0,0,0,2306,0
"213","ENSMUSG00000081648",11,0,0,0,15,0
"214","ENSMUSG00000026774",4,0,0,0,57,0
"215","ENSMUSG00000084098",9,0,0,NA,NA,NA
"216","ENSMUSG00000069132",54,0,0,0,61,0
"217","ENSMUSG00000102704",13,0,0,0,13,0
"218","ENSMUSG00000026771",569,0,0,0,715,0
"219","ENSMUSG00000083373",28,0,0,0,28,0
"220","ENSMUSG00000026986",456,0,0,0,495,0
"221","ENSMUSG00000083116",30,0,0,0,30,0
"222","ENSMUSG00000044103",1,0,0,0,1,0
"223","ENSMUSG00000026981",1,0,0,0,1,0
"224","ENSMUSG00000026979",43,0,0,0,46,0
"225","ENSMUSG00000102591",19,0,0,0,19,0
"226","ENSMUSG00000084241",18,0,0,0,18,0
"227","ENSMUSG00000088571",1,0,0,0,1,0
"228","ENSMUSG00000004113",2905,0,0,0,4450,0
"229","ENSMUSG00000083973",3,0,0,NA,NA,NA
"230","ENSMUSG00000036893",703,0,0,0,1138,0
"231","ENSMUSG00000103162",9,0,0,NA,NA,NA
"232","ENSMUSG00000102875",11,0,0,NA,NA,NA
"233","ENSMUSG00000026972",113,0,0,0,144,0
"234","ENSMUSG00000026974",411,0,0,0,429,0
"235","ENSMUSG00000026975",375,0,0,0,502,0
"236","ENSMUSG00000036850",622,0,0,0,622,0
"237","ENSMUSG00000036833",350,0,0,0,618,0
"238","ENSMUSG00000084383",63,0,0,NA,NA,NA
"239","ENSMUSG00000083796",9,0,0,NA,NA,NA
"240","ENSMUSG00000089513",1,0,0,NA,NA,NA
"241","ENSMUSG00000006476",5746,0,0,0,5792,0
"242","ENSMUSG00000099320",4,0,0,NA,NA,NA
"243","ENSMUSG00000087028",7,0,0,NA,NA,NA
"244","ENSMUSG00000078202",89,0,0,NA,NA,NA
"245","ENSMUSG00000059555",35,0,0,0,35,0
"246","ENSMUSG00000013465",682,0,0,0,784,0
"247","ENSMUSG00000064919",4,0,0,NA,NA,NA
"248","ENSMUSG00000036770",1,0,0,0,1,0
"249","ENSMUSG00000026969",12,0,0,0,14,0
"250","ENSMUSG00000036752",3156,0,0,0,3156,0
"251","ENSMUSG00000006469",2,0,0,0,2,0
"252","ENSMUSG00000036731",84,0,0,0,119,0
"253","ENSMUSG00000044628",1029,0,0,0,1029,0
"254","ENSMUSG00000006471",132,0,0,NA,NA,NA
"255","ENSMUSG00000078201",72,0,0,0,43,0
"256","ENSMUSG00000048707",308,0,0,0,342,0
"257","ENSMUSG00000026966",350,0,0,0,350,0
"258","ENSMUSG00000026965",1438,0,0,0,1514,0
"259","ENSMUSG00000026963",2,0,0,0,2,0
"260","ENSMUSG00000026961",7,0,0,0,7,0
"261","ENSMUSG00000026959",2273,0,0,0,2617,0
"262","ENSMUSG00000085830",122,0,0,NA,NA,NA
"263","ENSMUSG00000036646",1502,0,0,0,1611,0
"264","ENSMUSG00000088171",2,0,0,NA,NA,NA
"265","ENSMUSG00000026958",335,0,0,0,335,0
"266","ENSMUSG00000026956",146,0,0,0,146,0
"267","ENSMUSG00000026955",24,0,0,0,34,0
"268","ENSMUSG00000015085",156,0,0,0,123,0
"269","ENSMUSG00000015094",1876,0,0,0,1891,0
"270","ENSMUSG00000036587",1,0,0,0,1,0
"271","ENSMUSG00000026944",6809,0,0,0,7141,0
"272","ENSMUSG00000047617",378,0,0,0,404,0
"273","ENSMUSG00000015093",48,0,0,NA,NA,NA
"274","ENSMUSG00000015090",2178,0,0,0,2213,0
"275","ENSMUSG00000015083",43,0,0,0,7,0
"276","ENSMUSG00000015095",1361,0,0,0,1365,0
"277","ENSMUSG00000026942",152,0,0,0,202,0
"278","ENSMUSG00000083043",1,0,0,NA,NA,NA
"279","ENSMUSG00000015092",1172,0,0,0,1188,0
"280","ENSMUSG00000026941",52,0,0,0,63,0
"281","ENSMUSG00000036504",137,0,0,0,65,0
"282","ENSMUSG00000029419",2263,0,0,0,2269,0
"283","ENSMUSG00000015087",2696,0,0,0,3146,0
"284","ENSMUSG00000052403",10,0,0,0,25,0
"285","ENSMUSG00000026940",40,0,0,NA,NA,NA
"286","ENSMUSG00000026939",109,0,0,NA,NA,NA
"287","ENSMUSG00000026938",16,0,0,NA,NA,NA
"288","ENSMUSG00000087612",10,0,0,0,16,0
"289","ENSMUSG00000049086",150,0,0,NA,NA,NA
"290","ENSMUSG00000079539",1,0,0,0,1,0
"291","ENSMUSG00000059625",3,0,0,0,3,0
"292","ENSMUSG00000058740",4587,0,0,0,5324,0
"293","ENSMUSG00000026933",2466,0,0,0,2696,0
"294","ENSMUSG00000082357",1,0,0,0,1,0
"295","ENSMUSG00000036352",696,0,0,0,953,0
"296","ENSMUSG00000026932",2140,0,0,0,1959,0
"297","ENSMUSG00000087679",1089,0,0,0,1108,0
"298","ENSMUSG00000087595",32,0,0,NA,NA,NA
"299","ENSMUSG00000026934",1,0,0,0,2,0
"300","ENSMUSG00000036327",866,0,0,0,1092,0
"301","ENSMUSG00000048038",1572,0,0,0,2284,0
"302","ENSMUSG00000026930",1076,0,0,0,1579,0
"303","ENSMUSG00000075467",572,0,0,0,597,0
"304","ENSMUSG00000026928",57,0,0,0,13,0
"305","ENSMUSG00000086779",32,0,0,0,3,0
"306","ENSMUSG00000036281",695,0,0,0,388,0
"307","ENSMUSG00000085767",90,0,0,0,35,0
"308","ENSMUSG00000026927",985,0,0,0,17,0
"309","ENSMUSG00000026926",1142,0,0,0,1158,0
"310","ENSMUSG00000026925",552,0,0,0,592,0
"311","ENSMUSG00000026924",1633,0,0,0,1810,0
"312","ENSMUSG00000086714",16,0,0,0,139,0
"313","ENSMUSG00000026923",569,0,0,0,590,0
"314","ENSMUSG00000098548",1,0,0,NA,NA,NA
"315","ENSMUSG00000026921",283,0,0,0,27,0
"316","ENSMUSG00000026922",12,0,0,NA,NA,NA
"317","ENSMUSG00000036186",420,0,0,0,366,0
"318","ENSMUSG00000097052",3,0,0,0,3,0
"319","ENSMUSG00000077192",8,0,0,0,8,0
"320","ENSMUSG00000036160",344,0,0,0,397,0
"321","ENSMUSG00000015776",578,0,0,0,587,0
"322","ENSMUSG00000062647",3068,0,0,0,3082,0
"323","ENSMUSG00000065258",2,0,0,NA,NA,NA
"324","ENSMUSG00000015790",764,0,0,0,766,0
"325","ENSMUSG00000014873",432,0,0,0,437,0
"326","ENSMUSG00000014867",1207,0,0,0,1262,0
"327","ENSMUSG00000049897",7,0,0,0,17,0
"328","ENSMUSG00000052406",867,0,0,0,1096,0
"329","ENSMUSG00000014852",8,0,0,0,13,0
"330","ENSMUSG00000015488",762,0,0,0,807,0
"331","ENSMUSG00000036067",280,0,0,0,298,0
"332","ENSMUSG00000083335",1,0,0,0,1,0
"333","ENSMUSG00000087364",1,0,0,0,1,0
"334","ENSMUSG00000009214",4,0,0,0,5,0
"335","ENSMUSG00000036040",60,0,0,0,79,0
"336","ENSMUSG00000009216",1460,0,0,0,1516,0
"337","ENSMUSG00000085008",1,0,0,0,3,0
"338","ENSMUSG00000009614",247,0,0,0,134,0
"339","ENSMUSG00000091192",1,0,0,NA,NA,NA
"340","ENSMUSG00000009621",231,0,0,0,325,0
"341","ENSMUSG00000086669",1,0,0,NA,NA,NA
"342","ENSMUSG00000109946",386,0,0,0,386,0
"343","ENSMUSG00000026918",1028,0,0,0,1282,0
"344","ENSMUSG00000098812",2,0,0,NA,NA,NA
"345","ENSMUSG00000026917",520,0,0,0,634,0
"346","ENSMUSG00000080538",1,0,0,0,1,0
"347","ENSMUSG00000085929",10,0,0,0,20,0
"348","ENSMUSG00000015846",731,0,0,0,788,0
"349","ENSMUSG00000026837",136,0,0,0,146,0
"350","ENSMUSG00000086560",1,0,0,NA,NA,NA
"351","ENSMUSG00000086425",5,0,0,0,10,0
"352","ENSMUSG00000026833",4341,0,0,0,4675,0
"353","ENSMUSG00000087196",2,0,0,0,9,0
"354","ENSMUSG00000035829",476,0,0,0,499,0
"355","ENSMUSG00000026831",37,0,0,0,66,0
"356","ENSMUSG00000035772",564,0,0,0,564,0
"357","ENSMUSG00000082895",13,0,0,0,13,0
"358","ENSMUSG00000026829",10,0,0,0,18,0
"359","ENSMUSG00000063611",12,0,0,0,12,0
"360","ENSMUSG00000026821",2031,0,0,0,2324,0
"361","ENSMUSG00000087667",9,0,0,NA,NA,NA
"362","ENSMUSG00000026816",403,0,0,0,114,0
"363","ENSMUSG00000026812",2063,0,0,0,2363,0
"364","ENSMUSG00000026809",5,0,0,0,9,0
"365","ENSMUSG00000026807",32,0,0,0,59,0
"366","ENSMUSG00000035666",1045,0,0,0,1112,0
"367","ENSMUSG00000026806",143,0,0,0,239,0
"368","ENSMUSG00000026805",2,0,0,0,4,0
"369","ENSMUSG00000079502",10,0,0,0,1437,0
"370","ENSMUSG00000083773",3733,0,0,NA,NA,NA
"371","ENSMUSG00000026803",274,0,0,0,414,0
"372","ENSMUSG00000043535",2136,0,0,0,2339,0
"373","ENSMUSG00000035513",256,0,0,0,459,0
"374","ENSMUSG00000079499",118,0,0,NA,NA,NA
"375","ENSMUSG00000026799",323,0,0,0,786,0
"376","ENSMUSG00000086994",1,0,0,NA,NA,NA
"377","ENSMUSG00000082413",1,0,0,NA,NA,NA
"378","ENSMUSG00000039844",2161,0,0,0,2562,0
"379","ENSMUSG00000079497",4,0,0,0,5,0
"380","ENSMUSG00000075425",7,0,0,0,18,0
"381","ENSMUSG00000039826",574,0,0,0,812,0
"382","ENSMUSG00000026798",224,0,0,0,288,0
"383","ENSMUSG00000059316",1408,0,0,0,1504,0
"384","ENSMUSG00000069020",465,0,0,0,504,0
"385","ENSMUSG00000065485",7,0,0,0,7,0
"386","ENSMUSG00000039798",28,0,0,0,7,0
"387","ENSMUSG00000039787",88,0,0,0,120,0
"388","ENSMUSG00000026790",1660,0,0,0,2412,0
"389","ENSMUSG00000019715",864,0,0,0,1017,0
"390","ENSMUSG00000057738",17970,0,0,0,18607,0
"391","ENSMUSG00000039715",470,0,0,0,582,0
"392","ENSMUSG00000054766",2577,0,0,0,2601,0
"393","ENSMUSG00000026785",31,0,0,0,35,0
"394","ENSMUSG00000015335",93,0,0,0,94,0
"395","ENSMUSG00000039686",3543,0,0,0,3701,0
"396","ENSMUSG00000039678",917,0,0,0,968,0
"397","ENSMUSG00000085401",44,0,0,0,44,0
"398","ENSMUSG00000015337",72,0,0,0,91,0
"399","ENSMUSG00000039660",389,0,0,0,349,0
"400","ENSMUSG00000039648",259,0,0,0,398,0
"401","ENSMUSG00000100747",12,0,0,0,6,0
"402","ENSMUSG00000007476",221,0,0,0,35,0
"403","ENSMUSG00000099041",9,0,0,0,9,0
"404","ENSMUSG00000079484",74,0,0,NA,NA,NA
"405","ENSMUSG00000075419",318,0,0,NA,NA,NA
"406","ENSMUSG00000052533",408,0,0,0,401,0
"407","ENSMUSG00000084892",2,0,0,NA,NA,NA
"408","ENSMUSG00000026860",2948,0,0,0,3203,0
"409","ENSMUSG00000026858",1116,0,0,0,1315,0
"410","ENSMUSG00000026856",257,0,0,0,290,0
"411","ENSMUSG00000026853",985,0,0,0,1083,0
"412","ENSMUSG00000039515",2882,0,0,0,3204,0
"413","ENSMUSG00000089762",248,0,0,0,248,0
"414","ENSMUSG00000047363",23,0,0,0,72,0
"415","ENSMUSG00000086405",4,0,0,0,60,0
"416","ENSMUSG00000087268",5,0,0,NA,NA,NA
"417","ENSMUSG00000075416",2,0,0,0,2,0
"418","ENSMUSG00000044320",66,0,0,0,84,0
"419","ENSMUSG00000026857",288,0,0,0,457,0
"420","ENSMUSG00000039483",465,0,0,0,480,0
"421","ENSMUSG00000039476",3,0,0,0,8,0
"422","ENSMUSG00000050737",49,0,0,0,70,0
"423","ENSMUSG00000026848",787,0,0,0,796,0
"424","ENSMUSG00000026849",409,0,0,0,483,0
"425","ENSMUSG00000026851",1103,0,0,0,1154,0
"426","ENSMUSG00000026854",1534,0,0,0,1660,0
"427","ENSMUSG00000075415",2806,0,0,0,3886,0
"428","ENSMUSG00000087269",83,0,0,0,133,0
"429","ENSMUSG00000000194",1038,0,0,0,1212,0
"430","ENSMUSG00000087430",3,0,0,NA,NA,NA
"431","ENSMUSG00000062661",6671,0,0,0,7342,0
"432","ENSMUSG00000055632",87,0,0,0,132,0
"433","ENSMUSG00000076441",1322,0,0,0,1407,0
"434","ENSMUSG00000026843",708,0,0,0,1036,0
"435","ENSMUSG00000098904",1,0,0,NA,NA,NA
"436","ENSMUSG00000085224",27,0,0,0,40,0
"437","ENSMUSG00000079466",65,0,0,0,68,0
"438","ENSMUSG00000039356",318,0,0,0,106,0
"439","ENSMUSG00000087549",1,0,0,0,14,0
"440","ENSMUSG00000026842",1321,0,0,0,1717,0
"441","ENSMUSG00000043102",8,0,0,0,8,0
"442","ENSMUSG00000026841",344,0,0,0,354,0
"443","ENSMUSG00000086356",1,0,0,NA,NA,NA
"444","ENSMUSG00000026840",141,0,0,0,154,0
"445","ENSMUSG00000001864",163,0,0,0,176,0
"446","ENSMUSG00000001855",740,0,0,0,1043,0
"447","ENSMUSG00000050592",132,0,0,0,168,0
"448","ENSMUSG00000051373",327,0,0,0,463,0
"449","ENSMUSG00000039262",11513,0,0,0,10883,0
"450","ENSMUSG00000099155",1,0,0,NA,NA,NA
"451","ENSMUSG00000094382",5,0,0,NA,NA,NA
"452","ENSMUSG00000094251",7,0,0,NA,NA,NA
"453","ENSMUSG00000086216",1,0,0,0,5,0
"454","ENSMUSG00000039254",262,0,0,0,309,0
"455","ENSMUSG00000002550",693,0,0,0,734,0
"456","ENSMUSG00000066068",12,0,0,0,12,0
"457","ENSMUSG00000044627",1953,0,0,0,1551,0
"458","ENSMUSG00000002546",1656,0,0,0,1739,0
"459","ENSMUSG00000026825",13318,0,0,0,14920,0
"460","ENSMUSG00000092765",1,0,0,NA,NA,NA
"461","ENSMUSG00000092807",4,0,0,NA,NA,NA
"462","ENSMUSG00000039205",772,0,0,0,754,0
"463","ENSMUSG00000039195",536,0,0,0,233,0
"464","ENSMUSG00000026822",1,0,0,0,1,0
"465","ENSMUSG00000026820",446,0,0,0,458,0
"466","ENSMUSG00000083004",3,0,0,0,3,0
"467","ENSMUSG00000026819",1267,0,0,0,1425,0
"468","ENSMUSG00000039164",95,0,0,0,93,0
"469","ENSMUSG00000039157",1855,0,0,0,2030,0
"470","ENSMUSG00000026810",576,0,0,0,630,0
"471","ENSMUSG00000075405",12,0,0,0,5,0
"472","ENSMUSG00000046854",96,0,0,0,133,0
"473","ENSMUSG00000079442",430,0,0,0,455,0
"474","ENSMUSG00000093147",2,0,0,NA,NA,NA
"475","ENSMUSG00000026811",1864,0,0,0,1959,0
"476","ENSMUSG00000026817",1378,0,0,0,1443,0
"477","ENSMUSG00000026814",334,0,0,0,370,0
"478","ENSMUSG00000009566",82,0,0,0,105,0
"479","ENSMUSG00000009555",997,0,0,0,1079,0
"480","ENSMUSG00000059013",287,0,0,0,310,0
"481","ENSMUSG00000009551",29,0,0,NA,NA,NA
"482","ENSMUSG00000039021",35,0,0,0,53,0
"483","ENSMUSG00000009563",356,0,0,NA,NA,NA
"484","ENSMUSG00000053746",38,0,0,0,37,0
"485","ENSMUSG00000038987",40,0,0,0,66,0
"486","ENSMUSG00000026797",12086,0,0,0,13265,0
"487","ENSMUSG00000085397",11,0,0,0,12,0
"488","ENSMUSG00000087496",4,0,0,0,8,0
"489","ENSMUSG00000026796",515,0,0,0,560,0
"490","ENSMUSG00000026792",574,0,0,0,663,0
"491","ENSMUSG00000038900",2780,0,0,0,2780,0
"492","ENSMUSG00000026791",284,0,0,0,312,0
"493","ENSMUSG00000038860",1043,0,0,0,1542,0
"494","ENSMUSG00000104277",31,0,0,NA,NA,NA
"495","ENSMUSG00000038831",1727,0,0,0,2896,0
